"Kod::code";"Nazwa::name";"Waluta::currency_iso";"Kurs::currency_exchange";"Vat::vat_value";"Cena netto::price_netto";"Cena brutto::price_brutto";"Stara cena netto::old_price_netto";"Stara cena brutto::old_price_brutto";"Cena hurt A netto::wholesale_a_netto";"Cena hurt A brutto::wholesale_a_brutto";"Cena hurt B netto::wholesale_b_netto";"Cena hurt B brutto::wholesale_b_brutto";"Cena hurt C netto::wholesale_c_netto";"Cena hurt C brutto::wholesale_c_brutto";"Aktywny::active";"Opis::description";"Opis skrócony::short_description";"Opis do wyszukiwania::search_keywords";"Zdjęcia::product_images";"Waga::weight";"Ukryj cenę::hide_price";"Jednostka miary::uom";"Minimalna ilość::min_qty";"Maksymalna ilość::max_qty";"Wielokrotność ilości::step_qty";"Sprawdzaj stan magazynowy::is_stock_validated";"Zezwalaj na części dziesiętne w ilości::stock_in_decimals";"Zarządzaj magazynem z opcjami produktu::stock_managment";"Maksymalny rabat::max_discount";"Czas realizacji::execution_time";"Kod producenta::man_code";"Cena w punktach::points_value";"Zarobione punkty::points_earn";"Produkt tylko za punkty::points_only";"Priorytet::priority";"Ilość jednostki miary (jednostka)::bpum_default_id";"Ilość jednostki miary::bpum_default_value";"Prezentuje cenę dla (jednostka)::bpum_id";"Prezentuje cenę dla::bpum_value";"Polecane produkty::product_recommend";"Szerokość::width";"Wysokość::height";"Głębokość::depth";"Koszt dostawy::delivery_price";"Dostawy::deliveries";"Atrybuty - tytuł::attributes_label";"Dodatkowy opis::description2";"Akcesoria::product_accessories";"Dostepnosc::product_availability";"Ceneo::product_ceneo";"Magazyn::product_depository";"Google Shopping::google_shoppinig";"Kod MPN::mpn_code";"Grupa cenowa::group_price";"Pozycjonowanie_Tytuł::positioning_title";"Pozycjonowanie_Słowa_Kluczowe::positioning_keywords";"Pozycjonowanie_Opis::positioning_desc";"Nokaut::product_nokaut";"Okazje::product_okazje";"Opcje_produktu::product_options";"Radar::product_radar";"Skąpiec::product_skapiec";"Sklepy24::product_sklepy24";"Kategorie::product_categories";"Producent::product_producer"
"7139060";"ZESTAW KUCHENNY 29,5 X 22 X 12 CM.";"PLN";"";"23.00";"16.99";"20.90";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kuchenny, który zawiera: 2 filiżanki, 2 talerzyki, dzbanek, 2 łyżeczki. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/b5d6b8265f32ede27eff10569d463a2a/images/7139060.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927139060085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"54.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7139062";"ZESTAW KUCHENNY 43 X 34 X 8,5 CM.";"PLN";"";"23.00";"33.99";"41.81";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kuchenny, który zawiera: 2 talerze, 2 kubki, dzbanek, 2 garniki, patelnia. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/8e7fbf4cfb0ddcbc72f6aa3c2a257d5d/images/7139062.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927139062089";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"55.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA057883";"ZESTAW FAST FOOD Z OPIEKACZEM NA BATERIE 50X35X7,5";"PLN";"";"23.00";"44.99";"55.34";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw fast food z opiekaczem na baterie. Dodatkowe akcesoria: zestaw naczyń, zestaw artykułów spożywczych. Produkt potrzebuje baterii - w zestawie brak. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/6b8b3252de623bfb8f30a117eecedbcd/images/CA057883.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806084090";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"64.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7139057";"ZESTAW KUCHENNY 31 X 24 X 8 CM.";"PLN";"";"23.00";"18.99";"23.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 31 X 24 X 8 CM.";"";"https://icom-poland.com/media/products/01a2b42536b9ee59ead20d814c8d9bea/images/7139057.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927139057085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"67.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7124860";"ZESTAW NACZYŃ 46 X 32 X 6,5 CM.";"PLN";"";"23.00";"29.99";"36.89";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw naczyń, który zawiera: kuchenkę, 4 talerzyki, 2 kubki, garnek, zestaw artykułów spożywczych. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/98b9b6ed284974cdad98be465d4e5ae5/images/7124860.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927124860089";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"69.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7139058";"ZESTAW KUCHENNY 28,5 X 21,5 X 11,5 CM.";"PLN";"";"23.00";"24.99";"30.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 28,5 X 21,5 X 11,5 CM.";"";"https://icom-poland.com/media/products/949224e1c5de7a168a884a6213990132/images/7139058.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927139058082";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"64.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA034425";"ZESTAW KUCHENNY KROPECZKI 38 X 26 X 9 CM.";"PLN";"";"23.00";"18.99";"23.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY KROPECZKI 38 X 26 X 9 CM.";"";"https://icom-poland.com/media/products/c7c1b34e1c047de088d5250a253de9a2/images/CA034425.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806084847";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"72.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7132867";"ZESTAW KUCHENNY 31,5 X 29 X 8,5 CM";"PLN";"";"23.00";"17.99";"22.13";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 31,5 X 29 X 8,5 CM";"";"https://icom-poland.com/media/products/e419e81075e97c4c6866be33bcfb28d9/images/7132867.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927132867087";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"74.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7124622";"HAMBURGER W KARTONIKU 8 CM.";"PLN";"";"23.00";"4.59";"5.65";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw hamburgerów w kartonikach, dispaly 12szt. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/1c9144862cc6aa54ac8e456347f78e11/images/7124622.jpg";"0.00";"0";"szt.";"12.00";"0.00";"12.00";"1";"1";"1";"100.00";"";"6927124622083";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"53.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA057941";"ZESTAW KUCHENNY 31,5 X 24 X 8 CM";"PLN";"";"23.00";"20.99";"25.82";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 31,5 X 24 X 8 CM";"";"https://icom-poland.com/media/products/f8e2b7dbc96b9ed42d3055d40e002f5d/images/CA057941.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806083246";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"84.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA049391";"ZESTAW KUCHENNY 36 X 27,5 X 7,5 CM.";"PLN";"";"23.00";"22.49";"27.66";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 36 X 27,5 X 7,5 CM.";"";"https://icom-poland.com/media/products/ac38b9fa667f1fc3377ff5f86ec7f806/images/CA049391.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080863";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"90.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA042761";"ZESTAW KUCHENNY 30 X 22 CM.";"PLN";"";"23.00";"14.99";"18.44";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kuchenny, który zawiera: 2 filiżanki, 2 talerzyki, dzbanek, 2 łyżeczki. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/90bd490af887bdb89180cdd59a5855eb/images/CA042761.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607213552";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"82.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA049389";"ZESTAW KUCHENNY 36 X 27,5 X 7,5 CM.";"PLN";"";"23.00";"22.99";"28.28";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 36 X 27,5 X 7,5 CM.";"";"https://icom-poland.com/media/products/ed0788a5bbe25385a5e679eb78a7f99f/images/CA049389.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080947";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"95.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7124859";"ZESTAW NACZYŃ 46 X 32 X 6,5 CM.";"PLN";"";"23.00";"29.99";"36.89";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw naczyń, który zawiera: kuchenkę, deskę do krojenia, nóż, garnek, patelnię, artykuły spożywcze. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/dade6cb71d050e90414c7647ded27c57/images/7124859.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927124859083";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"97.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7124623";"KANAPKA  16 CM. 10 W KARTONIKU";"PLN";"";"23.00";"4.99";"6.14";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kanapka 10 szt. W kartonie. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/bf9da6a1e74df9ddaa5f65fa0f331b92/images/7124623.jpg";"0.00";"0";"szt.";"10.00";"0.00";"10.00";"1";"1";"1";"100.00";"";"6927124623080";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"91.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA053548";"ZESTAW PATELNI 4 SZT W DISPLAYU + AKCESORIA";"PLN";"";"23.00";"9.79";"12.04";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>Zestaw 4 szt patelni w displayu. Patelnia różowa:kawałek pizzy,frytki,nóż,loda. Patelnia czarna:nóż,ciastko,3 kawałki ciastek,kukurydza. Patelnia niebieska:nóż,arbuza,ananas,smoczy owoc,gruszka,melon.Patelnia żółta:nóż,kraba,bakłażana,kapustę,kukurydzę.</p>";"";"https://icom-poland.com/media/products/224555338c7f0efd82c4439ef670f575/images/CA053548.jpg";"0.00";"0";"szt.";"4.00";"0.00";"4.00";"1";"1";"1";"100.00";"";"8601806082379";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"82.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA042768";"ZESTAW KUCHENNY 36 X 28 X 8 CM.";"PLN";"";"23.00";"21.59";"26.56";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 36 X 28 X 8 CM.";"";"https://icom-poland.com/media/products/99329bd0eb5e6caa55cf03e8c94f37f7/images/CA042768.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607213514";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"94.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7139061";"ZESTAW KUCHENNY 31 X 24 X 7,5 CM.";"PLN";"";"23.00";"18.99";"23.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 31 X 24 X 7,5 CM.";"";"https://icom-poland.com/media/products/ca60fb2f7991bf0b937dd061098f59ee/images/7139061.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927139061082";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"113.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA048465";"TORT + AKCESORIA W WALIZECZCE 21 X 21 X 10 CM.";"PLN";"";"23.00";"18.99";"23.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"TORT + AKCESORIA W WALIZECZCE 21 X 21 X 10 CM.";"";"https://icom-poland.com/media/products/a3f79b3e7f2e04869bfd128eabfb4d63/images/CA048465.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082805";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"126.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA047836";"PATELNIA+2STEKI+PARÓWKI(ZMIEN KOLOR PO UPI)32X25X7";"PLN";"";"23.00";"26.99";"33.20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kuchenny, który zmienia kolor po upieczeniu. Akcesoria: patelnia na baterie, talerzyk, zestaw artykułów spożywczych. Produkt potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/c7956f1dac57537b859b24edbfa3ce1c/images/CA047836.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806083208";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"107.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA042770";"ZESTAW KUCHENNY 32 X 24 CM.";"PLN";"";"23.00";"16.79";"20.65";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kuchenny, który zawiera: garnek, patelnię, patelnię grilową, brytfankę, 3 chochle. Produkt nie potzrebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/bc2f85a25f3338f0237ff9a52292bdcb/images/CA042770.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607213538";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"135.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7132869";"ZESTAW KUCHENNY 47 X 22 X 10 CM";"PLN";"";"23.00";"26.99";"33.20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 47 X 22 X 10 CM";"";"https://icom-poland.com/media/products/566af7b8a8660f332420f5cbda9ac440/images/7132869.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927132869081";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"159.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA042765";"ZESTAW KUCHENNY 46 X 22 10 CM.";"PLN";"";"23.00";"24.99";"30.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW KUCHENNY 46 X 22 10 CM.";"";"https://icom-poland.com/media/products/12adc33e15595b8c929c02a69d8d3020/images/CA042765.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607213521";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"159.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7129583";"ZESTAW KUCHENNY NA KARCIE 26 X 20 CM.";"PLN";"";"23.00";"7.99";"9.83";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw kuchenny na karcie, który zawiera: loda, kanapkę, 2 kiełbaski, widelec, sos. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/8c666cd1d0006b18eb61121e312d78f3/images/7129583.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927129583082";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"198.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7126103";"ZESTAW FAST FOOD 20 X 19 CM.";"PLN";"";"23.00";"5.49";"6.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw fast food, który zawiera: hamburgera, kubek z napojem. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/b7b678ec215c4af770197898b08b1b01/images/7126103.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927126103085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"222.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7133031";"PODWÓJNY BURGER + FRYTKI 10X10X7CM. 18 SZT DISPLAY";"PLN";"";"23.00";"5.19";"6.38";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw fast food, który zawiera: podwójny burger, frytki. Display zawiera 18 szt. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/1e613e808191af3f37917332248a3002/images/7133031.jpg";"0.00";"0";"szt.";"18.00";"0.00";"18.00";"1";"1";"1";"100.00";"";"6927133031081";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"339.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"7126102";"ZESTAW FAST FOOD 20 X 19 CM.";"PLN";"";"23.00";"6.29";"7.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw fast food, który zawiera: hamburgera, kubek z napojem. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/89f562917867a1f4ff4fa091d5907073/images/7126102.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927126102088";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"415.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Zestawy kuchenne  ";"Icom Poland"
"CA015276";"Owoce styropianowe 8 szt. w siatce";"PLN";"";"23.00";"8.39";"10.32";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Owoce styropianowe 8 szt. w siatce";"";"https://icom-poland.com/media/products/0601d79c35447a25a20bde72aa61c214/images/CA015276.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601408070996";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"1.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Owoce i warzywa  ";"Icom Poland"
"7124723";"WARZYWA I OWOCE DO KROJENIA 30 X 23 X 5,5 CM.";"PLN";"";"23.00";"14.29";"17.58";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"WARZYWA I OWOCE DO KROJENIA 30 X 23 X 5,5 CM.";"";"https://icom-poland.com/media/products/0b6df09915a04532fa18675917ad2407/images/7124723.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927124723087";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|ZABAWKI DLA DZIEWCZYNEK W ZESTAWACH|Owoce i warzywa  ";"Icom Poland"
