"Kod::code";"Nazwa::name";"Waluta::currency_iso";"Kurs::currency_exchange";"Vat::vat_value";"Cena netto::price_netto";"Cena brutto::price_brutto";"Stara cena netto::old_price_netto";"Stara cena brutto::old_price_brutto";"Cena hurt A netto::wholesale_a_netto";"Cena hurt A brutto::wholesale_a_brutto";"Cena hurt B netto::wholesale_b_netto";"Cena hurt B brutto::wholesale_b_brutto";"Cena hurt C netto::wholesale_c_netto";"Cena hurt C brutto::wholesale_c_brutto";"Aktywny::active";"Opis::description";"Opis skrócony::short_description";"Opis do wyszukiwania::search_keywords";"Zdjęcia::product_images";"Waga::weight";"Ukryj cenę::hide_price";"Jednostka miary::uom";"Minimalna ilość::min_qty";"Maksymalna ilość::max_qty";"Wielokrotność ilości::step_qty";"Sprawdzaj stan magazynowy::is_stock_validated";"Zezwalaj na części dziesiętne w ilości::stock_in_decimals";"Zarządzaj magazynem z opcjami produktu::stock_managment";"Maksymalny rabat::max_discount";"Czas realizacji::execution_time";"Kod producenta::man_code";"Cena w punktach::points_value";"Zarobione punkty::points_earn";"Produkt tylko za punkty::points_only";"Priorytet::priority";"Ilość jednostki miary (jednostka)::bpum_default_id";"Ilość jednostki miary::bpum_default_value";"Prezentuje cenę dla (jednostka)::bpum_id";"Prezentuje cenę dla::bpum_value";"Polecane produkty::product_recommend";"Szerokość::width";"Wysokość::height";"Głębokość::depth";"Koszt dostawy::delivery_price";"Dostawy::deliveries";"Atrybuty - tytuł::attributes_label";"Dodatkowy opis::description2";"Akcesoria::product_accessories";"Dostepnosc::product_availability";"Ceneo::product_ceneo";"Magazyn::product_depository";"Google Shopping::google_shoppinig";"Kod MPN::mpn_code";"Grupa cenowa::group_price";"Pozycjonowanie_Tytuł::positioning_title";"Pozycjonowanie_Słowa_Kluczowe::positioning_keywords";"Pozycjonowanie_Opis::positioning_desc";"Nokaut::product_nokaut";"Okazje::product_okazje";"Opcje_produktu::product_options";"Radar::product_radar";"Skąpiec::product_skapiec";"Sklepy24::product_sklepy24";"Kategorie::product_categories";"Producent::product_producer"
"7129555";"ZESTAW AUTEK 8 SZT.";"PLN";"";"23.00";"18.59";"22.87";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW AUTEK 8 SZT.";"";"https://icom-poland.com/media/products/b099c70576ca5fe18b41bb21aa24ce14/images/7129555.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927129555089";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BF121291";"ZESTAW STRAŻ + FOTORADAR + SYGNALIZATOR NA BATERIE";"PLN";"";"23.00";"24.99";"30.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"<!--[mode:tiny]--><p><iframe src=""//www.youtube.com/embed/l2hwV0FL4ek"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>";"<!--[mode:tiny]--><p>Zestaw straż, który zawiera: 2 samochody straży pożarnej, sygnalizator świetlny na baterie, fotoradar na baterie, 4 znaki ostrzegawcze, pachołek. Produkt zawiera baterie 2 x 1.5V AG13. Zabawka przeznaczona dla dzieci powyżej 3 roku życia.</p>";"";"https://icom-poland.com/media/products/112149ca1ad07082ab24bcf3432c0475/images/BF121291.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806081846";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"12.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BF119068";"ZESTAW POJAZDÓW 8 SZT. NA BLISTERKU 37 X 19,5 CM.";"PLN";"";"23.00";"11.99";"14.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW POJAZDÓW 8 SZT. NA BLISTERKU 37 X 19,5 CM.";"";"https://icom-poland.com/media/products/f45196a6d0e714c7da05185eed61ed57/images/BF119068.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082324";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"3.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7129487";"AUTKA 9 CM. METAL PUL BACK 3 SZT.";"PLN";"";"23.00";"11.99";"14.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKA 9 CM. METAL PUL BACK 3 SZT.";"";"https://icom-poland.com/media/products/b57a6e6b46ecf7261e773c21bcf2f8a6/images/7129487.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927129487083";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"19.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BF119066";"ZESTAW AUTEK ZIELONYCH 8 SZT. NA BLISTERKU37 X19,5";"PLN";"";"23.00";"11.99";"14.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw autek 8 szt. Na blisterze. Autka są wykonane z plastiku. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/4e327e1532ee5bb9424dce6fbd4827bd/images/BF119066.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082317";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"30.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BF121289";"ZESTAW POLICYJNY + FOTORADAR + SYGNALIZATOR NA BAT";"PLN";"";"23.00";"24.99";"30.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw policyjny, który zawiera: samolot policyjny, samochód policyjny, sygnalizator świetlny na baterie, fotoradar na baterie, 4 znaki ostrzegawcze, pachołek. Produkt zawiera baterie 2 x 1.5V AG13. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/dfb7b30bcf4ce9b9e7816084be55b282/images/BF121289.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806081822";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"66.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"CG000721";"SYGNALIZATOR ŚWIETLNY 26 CM.";"PLN";"";"23.00";"12.99";"15.98";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"SYGNALIZATOR ŚWIETLNY 26 CM.";"";"https://icom-poland.com/media/products/295426121efd95ba884dcd7aa76f456e/images/CG000721.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607211176";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"64.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BF121290";"ZESTAW ŚMIECIARNIA +FOTORADAR +SYGNALIZATOR NA BAT";"PLN";"";"23.00";"24.99";"30.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw śmieciarnia, który zawiera: 2 auta, sygnalizator świetlny ma baterie, fotoradar na baterie, 4 znaki ostrzegawcze, pachołek. Produkt zawiera baterie 2 x 1.5V AG13. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/5a7ab31335c60f5d6c88a4f631248ec7/images/BF121290.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806081839";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"89.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7133190";"SYGNALIZATOR ŚWIETLNY + FOTORADAR 16 CM.NA BATERIE";"PLN";"";"23.00";"10.99";"13.52";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"SYGNALIZATOR ŚWIETLNY + FOTORADAR 16 CM.NA BATERIE";"";"https://icom-poland.com/media/products/dea53030dcc91e284970a9e490663ed3/images/7133190.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927133190085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"85.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BA054132";"AUTKA METALOWE 1:50 3 SZT.";"PLN";"";"23.00";"12.49";"15.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKA METALOWE 1:50 3 SZT.";"";"https://icom-poland.com/media/products/613eb3285ac732cea2c00757c0900cc6/images/BA054132.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607210520";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"101.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BA062447";"AUTKO 9 CM.";"PLN";"";"23.00";"2.99";"3.68";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKO 9 CM.";"";"https://icom-poland.com/media/products/428688306dc20c3691a2b8d1a6fbfaea/images/BA062447.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082584";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"99.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7139051";"ZESTAW 8  MAŁYCH POJAZDÓW 30 X 19 X 4 CM.";"PLN";"";"23.00";"11.99";"14.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW 8  MAŁYCH POJAZDÓW 30 X 19 X 4 CM.";"";"https://icom-poland.com/media/products/c8f834cbf623d00f8466bb970c64ef46/images/7139051.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927139051083";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"110.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"GA050627";"SYGNALIZATOR ŚWIETLNY 13,5 CM. (12 SZT. W DISPLAYU";"PLN";"";"23.00";"5.49";"6.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"SYGNALIZATOR ŚWIETLNY 13,5 CM. (12 SZT. W DISPLAYU";"";"https://icom-poland.com/media/products/305146d9710739c79843b085f2d08f23/images/GA050627.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082225";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"108.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BA054129";"AUTKA METALOWE 1:50 3 SZT.";"PLN";"";"23.00";"11.99";"14.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKA METALOWE 1:50 3 SZT.";"";"https://icom-poland.com/media/products/a5a62015cb650b1e8834f3add3b17eea/images/BA054129.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607210513";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"126.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BG018137";"AUTKA METALOWE 8 CM. 3 SZT.";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKA METALOWE 8 CM. 3 SZT.";"";"https://icom-poland.com/media/products/faba707e4d87880424f5e8e815368dcd/images/BG018137.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607210759";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"116.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BF119063";"ZESTAW AUTEK ZIELONYCH 6 SZT. NA BLISTERKU33 X18,5";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW AUTEK ZIELONYCH 6 SZT. NA BLISTERKU33 X18,5";"";"https://icom-poland.com/media/products/387ccb70acc66ee4407bbece139cd8a9/images/BF119063.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082300";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"174.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7133180";"SYGNALIZATOR ŚWIETLNY + FOTORADAR 16 CM. NA BATERI";"PLN";"";"23.00";"14.99";"18.44";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Zestaw urządzeń drogowych, zawiera: sygnalizator świetnlny na baterie, fotoradar na baterie, 4 znaki ostrzegawcze, pachołka. Produkt zawiera baterie 2 x 1.5 AG. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/0191471a0eeea45bc88dfb7c8404c27f/images/7133180.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927133180086";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"176.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"CH008100";"ZESTAW POJAZDÓW 40 X 12,5 X 4 CM.";"PLN";"";"23.00";"6.99";"8.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW POJAZDÓW 40 X 12,5 X 4 CM.";"";"https://icom-poland.com/media/products/d6a6d3769511d17e80117820a8c3ceda/images/CH008100.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080887";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"134.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"CH008104";"ZESTAW POJAZDÓW 40 X 12,5 X 4 CM.";"PLN";"";"23.00";"6.99";"8.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW POJAZDÓW 40 X 12,5 X 4 CM.";"";"https://icom-poland.com/media/products/dea96e6abec0f7114f04d077138b0f57/images/CH008104.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080894";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"128.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7132873";"ZESTAW AUTEK METAL 4 SZT. 30 X 12 X 4 CM.";"PLN";"";"23.00";"13.49";"16.59";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW AUTEK METAL 4 SZT. 30 X 12 X 4 CM.";"";"https://icom-poland.com/media/products/3d8b1eb9c028546e10d1943a2527f5df/images/7132873.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927132873088";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"220.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BA062448";"ZESTAW AUTEK 9 CM. 4 SZT.";"PLN";"";"23.00";"10.99";"13.52";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW AUTEK 9 CM. 4 SZT.";"";"https://icom-poland.com/media/products/d3531084b233467c6f51219cf02ba4ee/images/BA062448.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806082591";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"228.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"BA054128";"AUTKA METALOWE 1:50 3 SZT.";"PLN";"";"23.00";"10.99";"13.52";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKA METALOWE 1:50 3 SZT.";"";"https://icom-poland.com/media/products/a10b610a61fb99b3b43dd9c3076e6c30/images/BA054128.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607210506";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"290.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7138943";"ZESTAW 4 POJAZDÓW MILITARNYCH NA KARCIE 26 X19 CM.";"PLN";"";"23.00";"6.19";"7.61";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW 4 POJAZDÓW MILITARNYCH NA KARCIE 26 X19 CM.";"";"https://icom-poland.com/media/products/2c760e72c2d00b1f61237483f0c0bb5b/images/7138943.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927138943082";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"243.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7129481";"AUTKA 9 CM. METAL PUL BACK 4 SZT.";"PLN";"";"23.00";"12.99";"15.98";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"AUTKA 9 CM. METAL PUL BACK 4 SZT.";"";"https://icom-poland.com/media/products/c330b2e101ae90602d3a728b73167450/images/7129481.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927129481081";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"345.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  ";"Icom Poland"
"7128467";"AUTKA 9 CM. 12 SZT. W DISPLAYU ";"PLN";"";"23.00";"2.49";"3.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>AUTKA 9 CM. 12 SZT. W DISPLAYU</p>";"";"https://icom-poland.com/media/products/3d78352b3db7d93080585f48fab49190/images/7128467.jpg";"0.00";"0";"szt.";"12.00";"0.00";"12.00";"1";"1";"1";"100.00";"";"6927128467086";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"439.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  
OFERTA|PROMOCJE";"Icom Poland"
"7128458";"AUTKA 9 CM. 4SZT. W ZESTAWIE ";"PLN";"";"23.00";"12.99";"15.98";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>AUTKA 9 CM. 4SZT. W ZESTAWIE</p>";"";"https://icom-poland.com/media/products/d5081b6796e3be32d4f87c7f0de63ff2/images/7128458.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927128458084";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"576.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Zestawy autek  
OFERTA|PROMOCJE";"Icom Poland"
"7133046";"LAWETA 58 CM.";"PLN";"";"23.00";"28.99";"35.66";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"LAWETA 58 CM.";"";"https://icom-poland.com/media/products/c729aab3b91408bc7daa8ee6fb78d200/images/7133046.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927133046085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Auta ciężarowe i lawety  ";"Icom Poland"
"BF121019";"LAWETA Z SAMOLOTEM 40 CM. ZE ŚWIATŁEM I DŹWIĘKIEM";"PLN";"";"23.00";"39.99";"49.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Laweta z samolotem z funkcją światła i dzwięku. Skala modelu 1:16. Produkt zawiera baterie 3 x AG13. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/06567eb7bd6a6204234ea9cdb9e2b555/images/BF121019.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806083918";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Auta ciężarowe i lawety  ";"Icom Poland"
"7132942";"AUTO KONTENEROWIEC 56 CM. + 4 AUTKA";"PLN";"";"23.00";"41.99";"51.65";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Auto kontenerowiec, dodatkowo 4 quady. Produkt nie potzrebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/47190183aa0d62ee3e078bb6f4455b31/images/7132942.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927132942081";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"3.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Auta ciężarowe i lawety  ";"Icom Poland"
"BF121016";"LAWETA Z SAMOLOTEM 40 CM. ZE ŚWIATŁEM I DŹWIĘKIEM";"PLN";"";"23.00";"39.99";"49.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Laweta z samolotem z funkcją światła i dzwięku. Skala modelu 1:16. Produkt zawiera baterie 3 x AG13. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/99489e330b2939ff25783becfe0bb704/images/BF121016.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806083925";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"1.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Auta ciężarowe i lawety  ";"Icom Poland"
"7120678";"LAWETA 46CM Z DŹWIGIEM, ŚWIATŁO DŹWIĘKI (eng. box)";"PLN";"";"23.00";"51.99";"63.95";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"LAWETA 46CM Z DŹWIGIEM, ŚWIATŁO DŹWIĘKI (eng. box)";"";"https://icom-poland.com/media/products/aea3b631a80a9b762341672a62b31541/images/7120678.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927120678084";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"5.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|AUTA I INNE POJAZDY  |Auta ciężarowe i lawety  ";"Icom Poland"
